College_Name,State,Public_(1)/_Private_(2),#_appli._rec'd,#_appl._accepted,acceptance_rate,#_new_stud._enrolled,%_new_stud._from_top_10%,%_new_stud._from_top_25%,#_FT_undergrad,#_PT_undergrad,in-state_tuition,out-of-state_tuition,room,board,add._fees,estim._book_costs,estim._personal_$,%_fac._w/PHD,stud./fac._ratio,Graduation_rate,total_cost
King's College,NY,2,356.0,233.0,65.45,53.0,16.0,24.0,246.0,18.0,8190.0,8190.0,1992.0,1928.0,250.0,500.0,1000.0,100.0,7.0,,22050.0
Le Moyne College,NY,2,1470.0,1199.0,81.56,425.0,21.0,76.0,1820.0,558.0,11040.0,11040.0,1950.0,2890.0,320.0,400.0,900.0,89.0,13.3,94.0,28540.0
Manhattan College,NY,2,2432.0,1730.0,71.13,563.0,20.0,63.0,2578.0,254.0,12370.0,12370.0,6800.0,,972.0,500.0,1800.0,92.0,13.6,79.0,34812.0
Manhattanville College,NY,2,962.0,750.0,77.96,212.0,21.0,54.0,830.0,150.0,14700.0,14700.0,3600.0,2950.0,410.0,450.0,400.0,97.0,11.3,70.0,37210.0
Marist College,NY,2,4731.0,3171.0,67.03,830.0,12.0,31.0,3557.0,658.0,10700.0,10700.0,2400.0,3525.0,290.0,550.0,1200.0,74.0,17.6,69.0,29365.0
Marymount College Tarrytown,NY,2,478.0,327.0,68.41,117.0,9.0,34.0,731.0,370.0,11510.0,11510.0,,,390.0,575.0,1075.0,71.0,10.3,77.0,25060.0
Marymount Manhattan College,NY,2,695.0,535.0,76.98,239.0,21.0,30.0,988.0,785.0,10200.0,10200.0,7000.0,,125.0,350.0,1100.0,63.0,11.7,68.0,28975.0
Mercy College,NY,2,1518.0,1378.0,90.78,788.0,6.0,24.0,4266.0,1811.0,7200.0,7200.0,,,,500.0,800.0,67.0,13.8,,15700.0
Molloy College,NY,2,481.0,401.0,83.37,185.0,16.0,40.0,1402.0,579.0,8800.0,8800.0,,,345.0,800.0,6900.0,38.0,9.7,80.0,25645.0
Medaille College,NY,2,384.0,223.0,58.07,143.0,6.0,41.0,1146.0,236.0,8920.0,8920.0,2500.0,1900.0,80.0,800.0,2050.0,65.0,16.2,,25170.0
Mount Saint Mary College,NY,2,1170.0,695.0,59.4,238.0,14.0,48.0,1170.0,429.0,7470.0,7470.0,4600.0,,260.0,250.0,1400.0,74.0,15.3,88.0,21450.0
Nazareth College of Rochester,NY,2,947.0,798.0,84.27,266.0,36.0,68.0,1274.0,471.0,10850.0,10850.0,5150.0,,200.0,550.0,800.0,77.0,13.6,61.0,28400.0
New York University,NY,2,13594.0,7244.0,53.29,2505.0,70.0,86.0,12408.0,2814.0,17748.0,17748.0,,,991.0,450.0,1000.0,87.0,7.8,71.0,37937.0
Niagara University,NY,2,2220.0,1796.0,80.9,467.0,65.0,99.0,1919.0,334.0,10320.0,10320.0,,,420.0,450.0,650.0,68.0,14.2,65.0,22160.0
Nyack College,NY,2,460.0,283.0,61.52,160.0,15.0,34.0,508.0,34.0,7950.0,7950.0,1680.0,2130.0,450.0,600.0,1200.0,35.0,11.6,55.0,21960.0
Pace University,NY,2,8256.0,3750.0,45.42,1522.0,37.0,70.0,5809.0,4379.0,11100.0,11000.0,1340.0,3420.0,350.0,660.0,1115.0,90.0,13.8,62.0,28985.0
Polytechnic University,NY,2,1132.0,847.0,74.82,302.0,58.0,89.0,1379.0,214.0,16200.0,16200.0,,,280.0,436.0,2486.0,90.0,10.4,62.0,35602.0
Pratt Institute,NY,2,1181.0,903.0,76.46,292.0,,,1622.0,166.0,13975.0,13975.0,4360.0,2380.0,380.0,1500.0,630.0,,10.8,58.0,37200.0
Rensselaer Polytechnic Institute,NY,2,4996.0,4165.0,83.37,936.0,53.0,82.0,4291.0,16.0,17475.0,17475.0,,,550.0,1230.0,1100.0,94.0,15.4,70.0,37830.0
Roberts Wesleyan College,NY,2,459.0,422.0,91.94,212.0,,,932.0,107.0,10220.0,10220.0,1194.0,2352.0,214.0,520.0,1400.0,45.0,13.4,46.0,26120.0
Rochester Institute of Technology,NY,2,4704.0,3798.0,80.74,1381.0,30.0,59.0,7176.0,2578.0,13968.0,13968.0,2604.0,3066.0,261.0,500.0,875.0,,10.8,68.0,35242.0
Daemen College,NY,2,939.0,894.0,95.21,269.0,,,1378.0,522.0,7950.0,7950.0,,4150.0,320.0,600.0,,,23.8,,20970.0
Sage Colleges,NY,2,419.0,170.0,40.57,373.0,,,1022.0,169.0,,,,,,,,105.0,8.2,64.0,0.0
Sarah Lawrence College,NY,2,1380.0,768.0,55.65,263.0,57.0,82.0,1000.0,105.0,19300.0,19300.0,4816.0,1878.0,264.0,600.0,700.0,89.0,6.1,83.0,46858.0
Skidmore College,NY,2,4293.0,2728.0,63.55,591.0,25.0,62.0,2322.0,263.0,18710.0,18710.0,3170.0,2515.0,215.0,500.0,700.0,87.0,12.7,81.0,44520.0
Siena College,NY,2,2961.0,1932.0,65.25,628.0,24.0,68.0,2669.0,616.0,10800.0,10800.0,2120.0,2980.0,310.0,575.0,1090.0,71.0,14.1,100.0,28675.0
St. Bonaventure University,NY,2,1489.0,1313.0,88.18,375.0,13.0,45.0,1688.0,131.0,10456.0,10456.0,2312.0,2615.0,395.0,500.0,1050.0,91.0,17.7,78.0,27784.0
St. Francis College,NY,2,1013.0,916.0,90.42,401.0,,,1562.0,695.0,6550.0,6550.0,,,150.0,450.0,,63.0,19.3,45.0,13700.0
St. John Fisher College,NY,2,1368.0,1064.0,77.78,354.0,19.0,51.0,1687.0,677.0,10570.0,10570.0,3550.0,2050.0,190.0,400.0,800.0,86.0,14.5,66.0,28130.0
St. John's University,NY,2,7775.0,2836.0,36.48,2412.0,,,11785.0,1752.0,9400.0,9400.0,,,500.0,500.0,1350.0,72.0,29.3,65.0,21150.0
St. Joseph's College,NY,2,707.0,512.0,72.42,222.0,17.0,44.0,1671.0,1512.0,7350.0,7350.0,,,322.0,600.0,1500.0,52.0,13.6,74.0,17122.0
St. Lawrence University,NY,2,2753.0,1820.0,66.11,505.0,31.0,56.0,1801.0,45.0,18720.0,18720.0,2960.0,2770.0,420.0,650.0,825.0,90.0,11.5,85.0,45065.0
St. Thomas Aquinas College,NY,2,861.0,609.0,70.73,215.0,10.0,27.0,1117.0,815.0,8650.0,8650.0,,,150.0,500.0,1750.0,69.0,16.1,67.0,19700.0
SUNY at Albany,NY,1,13528.0,9198.0,67.99,1843.0,16.0,61.0,10168.0,1231.0,2650.0,6550.0,2950.0,1405.0,295.0,700.0,1560.0,93.0,17.4,74.0,16110.0
SUNY at Binghamton,NY,1,14463.0,6166.0,42.63,1757.0,60.0,94.0,8544.0,671.0,2650.0,6550.0,2690.0,1908.0,360.0,700.0,1000.0,83.0,18.0,80.0,15858.0
SUNY at Stony Brook,NY,1,12512.0,6969.0,55.7,1724.0,27.0,66.0,9744.0,1351.0,2650.0,6550.0,4712.0,,295.0,600.0,1200.0,91.0,10.5,57.0,16007.0
SUNY College at Brockport,NY,1,7294.0,3564.0,48.86,904.0,7.0,34.0,5758.0,1363.0,2650.0,6550.0,2760.0,1700.0,315.0,500.0,705.0,79.0,19.0,49.0,15180.0
SUNY College at Buffalo,NY,1,5318.0,3515.0,66.1,1025.0,8.0,29.0,7626.0,2091.0,2650.0,6550.0,2680.0,1360.0,240.0,550.0,1230.0,71.0,18.7,42.0,15260.0
SUNY College at Cortland,NY,1,7888.0,3519.0,44.61,1036.0,6.0,40.0,5011.0,346.0,2650.0,6550.0,2680.0,2000.0,316.0,630.0,1274.0,82.0,17.8,53.0,16100.0
SUNY College at Fredonia,NY,1,4877.0,2798.0,57.37,814.0,13.0,48.0,4123.0,298.0,2650.0,6550.0,2500.0,1920.0,359.0,620.0,1481.0,82.0,16.3,66.0,16080.0
SUNY College at Geneseo,NY,1,8598.0,4562.0,53.06,1143.0,56.0,93.0,5060.0,146.0,2650.0,6550.0,2620.0,1550.0,433.0,600.0,650.0,79.0,19.1,76.0,15053.0
SUNY College at New Paltz,NY,1,8399.0,3609.0,42.97,656.0,19.0,53.0,4658.0,1478.0,2650.0,6550.0,1790.0,2450.0,271.0,550.0,1500.0,85.0,15.3,53.0,15761.0
SUNY College at Oneonta,NY,1,7500.0,4350.0,58.0,872.0,,,4627.0,483.0,2650.0,6550.0,2300.0,2652.0,250.0,500.0,1350.0,70.0,17.1,60.0,16252.0
SUNY College at Oswego,NY,1,8000.0,4556.0,56.95,1464.0,17.0,70.0,6943.0,869.0,2650.0,6550.0,2830.0,1980.0,311.0,500.0,1500.0,69.0,22.0,63.0,16321.0
SUNY College at Plattsburgh,NY,1,5549.0,3583.0,64.57,853.0,9.0,40.0,5004.0,475.0,2650.0,6550.0,2520.0,1656.0,309.0,600.0,1380.0,80.0,17.9,65.0,15665.0
SUNY College at Potsdam,NY,1,3150.0,2289.0,72.67,650.0,16.0,51.0,3598.0,234.0,2650.0,6840.0,2750.0,1910.0,240.0,500.0,1000.0,71.0,15.1,59.0,15890.0
Syracuse University,NY,2,10477.0,7260.0,69.29,2442.0,28.0,67.0,10142.0,117.0,15150.0,15150.0,3620.0,3250.0,360.0,635.0,960.0,73.0,11.3,67.0,39125.0
Utica College of Syracuse University,NY,2,1278.0,978.0,76.53,256.0,,,1525.0,798.0,12680.0,12680.0,,,90.0,525.0,1175.0,64.0,12.3,65.0,27150.0
Union College,NY,2,3495.0,1712.0,48.98,528.0,49.0,84.0,1915.0,123.0,18732.0,18732.0,3297.0,2907.0,190.0,450.0,1024.0,94.0,11.5,88.0,45332.0
United States Merchant Marine Academy,NY,1,942.0,356.0,37.79,283.0,44.0,96.0,987.0,,,,,,4090.0,,75.0,68.0,12.8,71.0,4165.0
United States Military Academy,NY,1,13703.0,1610.0,11.75,1212.0,59.0,92.0,4229.0,,,,,,2380.0,1100.0,,37.0,8.8,95.0,3480.0
University of Rochester,NY,2,8766.0,5498.0,62.72,1243.0,56.0,75.0,5071.0,438.0,17840.0,17840.0,3978.0,2604.0,410.0,500.0,882.0,93.0,5.9,80.0,44054.0
Vassar College,NY,2,3550.0,1877.0,52.87,653.0,53.0,87.0,2164.0,77.0,18920.0,18920.0,5950.0,,465.0,600.0,800.0,90.0,9.7,90.0,45655.0
Wagner College,NY,2,1416.0,1015.0,71.68,417.0,10.0,44.0,1324.0,117.0,13500.0,13500.0,5800.0,,,585.0,1700.0,67.0,13.2,75.0,35085.0
Wells College,NY,2,318.0,240.0,75.47,130.0,40.0,85.0,416.0,19.0,14900.0,14900.0,,,,600.0,500.0,93.0,8.3,69.0,30900.0
Yeshiva University,NY,2,1002.0,857.0,85.53,606.0,,,1948.0,42.0,12584.0,12584.0,2892.0,1300.0,270.0,520.0,1390.0,86.0,5.2,63.0,31540.0
CUNY-York College,NY,1,1432.0,1432.0,100.0,706.0,5.0,20.0,3932.0,2937.0,2450.0,5050.0,,,120.0,600.0,3364.0,75.0,18.9,26.0,11584.0
CUNY- Baruch College,NY,1,5377.0,2872.0,53.41,1300.0,18.0,54.0,8247.0,4328.0,2450.0,5050.0,,,112.0,500.0,500.0,83.0,18.2,47.0,8612.0
Long Island University at Brooklyn,NY,2,3292.0,1317.0,40.01,707.0,,,3520.0,673.0,10258.0,10258.0,2950.0,2620.0,485.0,700.0,1250.0,75.0,21.6,61.0,28521.0
New York Institute of Technology,NY,2,2531.0,1978.0,78.15,778.0,,,4730.0,2007.0,9190.0,9190.0,2980.0,2520.0,850.0,500.0,1250.0,74.0,18.6,53.0,26480.0
SUNY College at Purchase,NY,1,2119.0,1264.0,59.65,390.0,5.0,33.0,2478.0,1441.0,2650.0,6550.0,2990.0,1770.0,367.0,1125.0,1362.0,80.0,14.9,46.0,16814.0
CUNY-Lehman College,NY,1,1897.0,1384.0,72.96,768.0,9.0,32.0,4890.0,3777.0,2450.0,5050.0,,,112.0,500.0,1200.0,80.0,15.3,30.0,9312.0
SUNY College at Old Westbury,NY,1,1358.0,1328.0,97.79,370.0,,18.0,2992.0,1202.0,2150.0,5750.0,2990.0,1430.0,248.0,660.0,,67.0,25.3,22.0,13228.0
SUNY at Buffalo,NY,1,15039.0,9649.0,64.16,3087.0,36.0,100.0,13963.0,3124.0,2650.0,6550.0,4731.0,,424.0,708.0,957.0,90.0,13.6,56.0,16020.0
CUNY- Medgar Evers College,NY,1,1289.0,1289.0,100.0,644.0,1.0,6.0,2343.0,2640.0,2100.0,2600.0,,,70.0,500.0,2700.0,64.0,16.5,36.0,7970.0
SUNY Empire State College,NY,1,2036.0,,,1725.0,,,1596.0,4333.0,2650.0,6550.0,,,95.0,600.0,1650.0,58.0,15.1,,11545.0
New School for Social Research,NY,2,1914.0,1190.0,62.17,634.0,,,2609.0,1482.0,14710.0,14710.0,5520.0,2500.0,150.0,1300.0,1080.0,69.0,10.2,59.0,39970.0
CUNY-College of Staten Island,NY,1,2170.0,2170.0,100.0,1433.0,9.0,40.0,5949.0,4887.0,2450.0,5050.0,,,106.0,,,71.0,17.6,48.0,7606.0
Art Academy of Cincinnati,OH,2,130.0,82.0,63.08,33.0,,,199.0,31.0,8450.0,8450.0,,,370.0,1200.0,,11.0,7.5,,18470.0
Ashland University,OH,2,1454.0,1267.0,87.14,424.0,20.0,41.0,1874.0,757.0,11431.0,11431.0,2467.0,2217.0,260.0,600.0,1700.0,43.0,17.4,66.0,30106.0
Baldwin-Wallace College,OH,2,1690.0,1366.0,80.83,662.0,30.0,61.0,2718.0,1460.0,10995.0,10995.0,2235.0,2175.0,585.0,1000.0,1000.0,68.0,17.6,85.0,28985.0
Bluffton College,OH,2,692.0,514.0,74.28,209.0,20.0,50.0,760.0,81.0,9900.0,9900.0,2373.0,1617.0,,400.0,900.0,76.0,13.3,58.0,25090.0
Bowling Green State University,OH,1,9251.0,7333.0,79.27,3076.0,14.0,45.0,13699.0,1213.0,3070.0,7452.0,1968.0,1384.0,660.0,600.0,1700.0,81.0,21.1,67.0,16834.0
Capital University,OH,2,1747.0,1382.0,79.11,449.0,34.0,66.0,1662.0,960.0,13050.0,13050.0,4000.0,,135.0,500.0,800.0,64.0,12.1,83.0,31535.0
Case Western Reserve University,OH,2,3877.0,3156.0,81.4,713.0,71.0,93.0,3051.0,513.0,15700.0,15700.0,2960.0,1770.0,125.0,525.0,1460.0,95.0,2.9,67.0,38240.0
Cedarville College,OH,2,1307.0,1090.0,83.4,616.0,25.0,55.0,2196.0,82.0,7344.0,7344.0,2370.0,2040.0,126.0,570.0,1000.0,50.0,15.3,64.0,20794.0
Central State University,OH,1,2222.0,1767.0,79.52,729.0,,,2636.0,625.0,1513.0,4731.0,4293.0,,1164.0,604.0,1164.0,49.0,21.1,,13469.0
Cleveland State University,OH,1,2407.0,2296.0,95.39,1304.0,5.0,19.0,7749.0,3961.0,3231.0,6462.0,,,,808.0,,91.0,18.5,35.0,10501.0
College of Mount St. Joseph,OH,2,798.0,620.0,77.69,238.0,14.0,41.0,1165.0,1232.0,9800.0,9800.0,2280.0,2150.0,50.0,400.0,1150.0,46.0,11.1,100.0,25630.0
Franciscan University of Steubenville,OH,2,553.0,452.0,81.74,228.0,22.0,49.0,1301.0,242.0,9650.0,9650.0,2200.0,2200.0,260.0,600.0,1000.0,57.0,14.9,83.0,25560.0
College of Wooster,OH,2,2100.0,1883.0,89.67,553.0,29.0,65.0,1704.0,1.0,16240.0,16240.0,2160.0,2530.0,,500.0,500.0,84.0,11.1,69.0,38170.0
Defiance College,OH,2,571.0,461.0,80.74,174.0,10.0,26.0,645.0,283.0,10850.0,10850.0,,,,400.0,1159.0,58.0,12.8,56.0,23259.0
Denison University,OH,2,2762.0,2279.0,82.51,533.0,32.0,60.0,1835.0,14.0,16900.0,16900.0,2600.0,2120.0,820.0,500.0,600.0,88.0,11.6,81.0,40440.0
University of Findlay,OH,2,2165.0,1783.0,82.36,412.0,20.0,43.0,1854.0,475.0,11800.0,11800.0,2460.0,2570.0,104.0,550.0,650.0,51.0,12.4,,29934.0
Franklin University,OH,2,1304.0,1300.0,99.69,871.0,4.0,15.0,1272.0,2733.0,3096.0,3096.0,,,,,,53.0,19.6,33.0,6192.0
Heidelberg College,OH,2,738.0,687.0,93.09,241.0,20.0,44.0,964.0,242.0,13780.0,13780.0,2004.0,2406.0,198.0,500.0,500.0,68.0,12.5,65.0,33168.0
Hiram College,OH,2,922.0,729.0,79.07,244.0,37.0,66.0,1000.0,275.0,14067.0,14067.0,,,270.0,400.0,1000.0,75.0,10.6,79.0,29804.0
John Carroll University,OH,2,2421.0,2109.0,87.11,820.0,27.0,57.0,3168.0,392.0,11700.0,11700.0,3000.0,2550.0,,600.0,450.0,89.0,14.5,89.0,30000.0
Kent State University,OH,1,9210.0,3040.0,33.01,7425.0,10.0,30.0,15615.0,3230.0,3927.0,7854.0,,,,500.0,1350.0,81.0,20.8,46.0,13631.0
Kenyon College,OH,2,2212.0,1538.0,69.53,408.0,44.0,75.0,1445.0,1.0,19240.0,19240.0,1640.0,2050.0,610.0,750.0,480.0,95.0,11.1,88.0,44010.0
Lourdes College,OH,2,57.0,55.0,96.49,32.0,17.0,48.0,435.0,1174.0,6992.0,6992.0,,,300.0,720.0,3285.0,17.0,9.6,46.0,18289.0
Malone College,OH,2,874.0,758.0,86.73,428.0,21.0,46.0,1605.0,246.0,9858.0,9858.0,2020.0,1680.0,135.0,450.0,1200.0,42.0,17.6,55.0,25201.0
Marietta College,OH,2,1611.0,960.0,59.59,342.0,27.0,60.0,1089.0,210.0,13850.0,13850.0,2020.0,1900.0,270.0,470.0,810.0,80.0,13.2,96.0,33170.0
Mount Union College,OH,2,1310.0,1086.0,82.9,458.0,26.0,61.0,1365.0,144.0,12250.0,12250.0,1400.0,2130.0,700.0,400.0,1150.0,85.0,16.7,81.0,30280.0
Muskingum College,OH,2,1109.0,922.0,83.14,375.0,24.0,46.0,1115.0,70.0,13240.0,13240.0,1634.0,2280.0,386.0,600.0,800.0,73.0,13.4,73.0,32180.0
Notre Dame College of Ohio,OH,2,136.0,107.0,78.68,42.0,12.0,36.0,377.0,373.0,8064.0,8064.0,2420.0,,80.0,650.0,700.0,61.0,8.7,,19978.0
Oberlin College,OH,2,4778.0,2767.0,57.91,678.0,50.0,89.0,2587.0,120.0,19670.0,19670.0,2920.0,2900.0,126.0,575.0,1119.0,77.0,10.1,83.0,46980.0
Ohio Northern University,OH,2,2936.0,2342.0,79.77,669.0,35.0,62.0,2502.0,66.0,15990.0,15990.0,1785.0,2295.0,,600.0,825.0,73.0,14.5,83.0,37485.0
Ohio University,OH,1,11023.0,8298.0,75.28,3183.0,21.0,54.0,14861.0,1310.0,3552.0,7629.0,2013.0,2082.0,357.0,550.0,2300.0,79.0,20.4,64.0,18483.0
Ohio Wesleyan University,OH,2,2190.0,1700.0,77.63,458.0,36.0,65.0,1780.0,48.0,16732.0,16732.0,2860.0,2790.0,,550.0,550.0,93.0,12.1,75.0,40214.0
Otterbein College,OH,2,1496.0,1205.0,80.55,428.0,26.0,57.0,1648.0,936.0,12888.0,12888.0,,,,420.0,840.0,62.0,13.9,87.0,27036.0
Tiffin University,OH,2,845.0,734.0,86.86,254.0,5.0,21.0,662.0,351.0,7600.0,7600.0,1800.0,2000.0,125.0,600.0,1200.0,59.0,19.0,39.0,20925.0
University of Akron,OH,1,6305.0,5190.0,82.32,3211.0,,,12487.0,9295.0,2888.0,7650.0,2454.0,1390.0,304.0,550.0,2100.0,71.0,16.7,43.0,17336.0
University of Cincinnati,OH,1,6855.0,5553.0,81.01,2408.0,26.0,57.0,11036.0,2011.0,3234.0,8907.0,2703.0,1994.0,498.0,556.0,1851.0,89.0,10.8,54.0,19743.0
University of Dayton,OH,2,6361.0,5293.0,83.21,1507.0,26.0,51.0,5889.0,665.0,11380.0,11380.0,2160.0,2060.0,450.0,500.0,900.0,81.0,14.8,93.0,28830.0
University of Toledo,OH,1,3055.0,2959.0,96.86,1527.0,,,15428.0,5370.0,2693.0,7441.0,2564.0,1155.0,706.0,550.0,500.0,81.0,20.4,48.0,15609.0
Urbana University,OH,2,318.0,265.0,83.33,132.0,12.0,45.0,745.0,203.0,8468.0,8468.0,1760.0,2380.0,477.0,500.0,750.0,68.0,15.0,,22803.0
Ursuline College,OH,2,325.0,260.0,80.0,86.0,21.0,47.0,699.0,717.0,9600.0,9600.0,2270.0,1932.0,210.0,450.0,750.0,39.0,10.5,68.0,24812.0
Walsh University,OH,2,1092.0,890.0,81.5,477.0,27.0,92.0,847.0,497.0,8670.0,8670.0,,,300.0,500.0,1450.0,42.0,11.3,68.0,19590.0
Wilberforce University,OH,2,1259.0,691.0,54.88,227.0,24.0,54.0,775.0,,6346.0,6346.0,1632.0,1760.0,300.0,550.0,,26.0,13.4,,16934.0
Wilmington College,OH,2,709.0,602.0,84.91,225.0,15.0,37.0,1372.0,611.0,10230.0,10230.0,,4110.0,180.0,500.0,1000.0,59.0,13.3,67.0,26250.0
Wittenberg University,OH,2,1979.0,1739.0,87.87,575.0,42.0,68.0,1980.0,144.0,15948.0,15948.0,2190.0,2214.0,822.0,400.0,800.0,82.0,12.8,78.0,38322.0
Xavier University,OH,2,1959.0,1805.0,92.14,695.0,24.0,47.0,2849.0,1107.0,11520.0,11520.0,2600.0,2360.0,10.0,600.0,1250.0,73.0,13.3,83.0,29860.0
Youngstown State University,OH,1,3297.0,2903.0,88.05,1907.0,13.0,32.0,9633.0,3662.0,2196.0,4536.0,,,594.0,570.0,1410.0,71.0,18.0,50.0,9306.0
Ohio State University at Columbus,OH,1,15076.0,12860.0,85.3,5330.0,24.0,52.0,31039.0,6005.0,3087.0,9315.0,,,,525.0,2550.0,,13.1,56.0,15477.0
Mount Vernon Nazarene College,OH,2,510.0,485.0,95.1,334.0,18.0,36.0,1114.0,94.0,7400.0,7400.0,,,516.0,600.0,600.0,57.0,19.8,58.0,16516.0
Miami University at Oxford,OH,1,9239.0,7788.0,84.29,3290.0,35.0,39.0,13606.0,807.0,3740.0,8856.0,1860.0,2100.0,798.0,500.0,1382.0,81.0,17.6,85.0,19236.0
Antioch University,OH,2,713.0,661.0,92.71,252.0,25.0,44.0,712.0,23.0,15476.0,15476.0,1538.0,1798.0,1404.0,400.0,1100.0,69.0,11.3,48.0,37192.0
Wright State University,OH,1,,,,,11.0,30.0,9967.0,3732.0,,,,,,,,80.0,8.1,,0.0
Shawnee State University,OH,1,1406.0,1406.0,100.0,952.0,,,2536.0,1100.0,2262.0,4128.0,,,393.0,,,42.0,17.3,,6783.0
Southern Nazarene University,OK,2,538.0,538.0,100.0,319.0,,,1317.0,201.0,6293.0,6293.0,1876.0,1841.0,348.0,400.0,3400.0,65.0,20.8,44.0,20451.0
Cameron University,OK,2,1782.0,1695.0,95.12,1238.0,15.0,39.0,3302.0,2686.0,1640.0,4017.0,,,,650.0,1850.0,55.0,19.9,36.0,8157.0
Bartlesville Wesleyan College,OK,2,149.0,114.0,76.51,81.0,19.0,41.0,344.0,150.0,5950.0,5950.0,1300.0,1600.0,85.0,500.0,,38.0,8.4,,15385.0
University of Central Oklahoma,OK,1,3398.0,3191.0,93.91,1326.0,9.0,38.0,7517.0,4525.0,1133.0,1928.0,,,140.0,500.0,1400.0,65.0,22.8,31.0,5101.0
East Central University,OK,1,600.0,550.0,91.67,520.0,10.0,39.0,3255.0,558.0,1695.0,3590.0,,,,400.0,1801.0,64.0,18.5,,7486.0
Langston University,OK,2,1171.0,710.0,60.63,400.0,,,3236.0,434.0,1604.0,2064.0,1484.0,1096.0,250.0,500.0,2106.0,69.0,41.7,,9104.0
Northeastern State University,OK,1,1378.0,1182.0,85.78,,,,4952.0,2123.0,1338.0,2280.0,,,,400.0,,62.0,20.2,25.0,4018.0
Northwestern Oklahoma State University,OK,1,620.0,410.0,66.13,346.0,,,,,,,,,,,,40.0,16.2,29.0,0.0
Oklahoma Baptist University,OK,2,758.0,681.0,89.84,484.0,35.0,59.0,1707.0,705.0,5390.0,5390.0,1350.0,1790.0,530.0,515.0,1290.0,63.0,15.1,50.0,16255.0
Oklahoma Christian University,OK,2,776.0,765.0,98.58,351.0,22.0,44.0,1419.0,228.0,6400.0,6400.0,1650.0,1500.0,280.0,500.0,1900.0,58.0,16.2,45.0,18630.0
Oklahoma City University,OK,2,940.0,653.0,69.47,275.0,30.0,52.0,1613.0,541.0,,,,,,,,59.0,14.6,40.0,0.0
University of Sci. and Arts of Oklahoma,OK,1,285.0,280.0,98.25,208.0,21.0,43.0,1140.0,473.0,1408.0,3687.0,640.0,1280.0,172.0,600.0,1800.0,67.0,23.6,43.0,9587.0
Oklahoma State University,OK,1,4522.0,3913.0,86.53,2181.0,29.0,57.0,12830.0,1658.0,1889.0,5336.0,1758.0,1588.0,40.0,800.0,3100.0,84.0,15.3,48.0,14511.0
Oklahoma Panhandle State University,OK,1,350.0,343.0,98.0,251.0,8.0,27.0,1117.0,117.0,1212.0,3274.0,1200.0,600.0,217.0,90.0,1800.0,58.0,18.1,29.0,8393.0
Phillips University,OK,2,692.0,576.0,83.24,174.0,19.0,50.0,597.0,83.0,10500.0,10500.0,,,430.0,600.0,940.0,58.0,11.6,39.0,22970.0
Southeastern Oklahoma State Univ.,OK,1,818.0,700.0,85.57,447.0,20.0,50.0,2962.0,651.0,1500.0,3738.0,,,,450.0,1022.0,55.0,19.6,53.0,6710.0
Southwestern Oklahoma State Univ.,OK,1,,,,920.0,,,4057.0,659.0,1298.0,3225.0,,2130.0,,,,,,,6653.0
University of Oklahoma,OK,1,4743.0,3970.0,83.7,2233.0,32.0,63.0,13436.0,2582.0,1737.0,5173.0,,,166.0,765.0,3176.0,86.0,11.5,44.0,11017.0
University of Tulsa,OK,2,1712.0,1557.0,90.95,696.0,41.0,68.0,2936.0,433.0,11750.0,11750.0,,,,1200.0,2350.0,94.0,11.5,47.0,27050.0
Oral Roberts University,OK,2,1223.0,650.0,53.15,632.0,13.0,37.0,2645.0,167.0,7950.0,7950.0,1744.0,2250.0,380.0,480.0,1000.0,51.0,15.5,45.0,21754.0
Western Baptist College,OR,2,259.0,219.0,84.56,118.0,,,513.0,23.0,9200.0,9200.0,,,200.0,375.0,2100.0,23.0,16.8,51.0,21075.0
Concordia College,OR,2,299.0,206.0,68.9,81.0,26.0,40.0,811.0,206.0,9600.0,9600.0,3150.0,,,500.0,750.0,56.0,14.3,41.0,23600.0
Eastern Oregon State College,OR,1,949.0,800.0,84.3,356.0,,,1662.0,529.0,2600.0,2600.0,,,,450.0,846.0,60.0,11.9,,6496.0
George Fox College,OR,2,809.0,726.0,89.74,294.0,27.0,52.0,1271.0,43.0,12500.0,12500.0,2080.0,2050.0,140.0,400.0,1050.0,53.0,13.5,52.0,30720.0
Lewis and Clark College,OR,2,2774.0,2092.0,75.41,482.0,35.0,64.0,1763.0,59.0,15800.0,15800.0,2390.0,2400.0,,450.0,950.0,97.0,12.3,69.0,37790.0
Linfield College,OR,2,1561.0,1188.0,76.11,458.0,48.0,72.0,1548.0,840.0,13380.0,13380.0,1880.0,2330.0,598.0,500.0,900.0,89.0,17.8,81.0,32968.0
Northwest Christian College,OR,2,,,,,,,226.0,74.0,,,,,,,,55.0,16.9,,0.0
Western Oregon State College,OR,1,1438.0,1279.0,88.94,695.0,,,3655.0,156.0,2790.0,7770.0,3720.0,,,660.0,1830.0,77.0,20.0,,16770.0
Oregon State University,OR,1,4675.0,3948.0,84.45,1637.0,,,10332.0,929.0,2841.0,7890.0,1388.0,2056.0,50.0,543.0,2244.0,88.0,13.9,45.0,17012.0
Oregon Institute of Technology,OR,1,491.0,447.0,91.04,271.0,,,1774.0,809.0,2904.0,8676.0,,,,750.0,2028.0,20.0,14.7,41.0,14358.0
Pacific University,OR,2,943.0,849.0,90.03,288.0,41.0,71.0,1041.0,35.0,14210.0,14210.0,1764.0,2230.0,225.0,450.0,1100.0,76.0,10.9,42.0,34189.0
